name,tailpipe_co2
Audi A5 Coupe 2.0 TFSI S-Tronic 19 Inch Wheel Coupe Auto (2017-2025),128
Audi A5 Coupe 2.0 TFSI quattro S-Tronic 19 Inch Wheel Coupe Auto (2017-2025),149
Audi A5 Sportback 2.0 TDI quattro S-Tronic 19 Inch Wheel Sedan Auto (2017-2018),128
Audi A5 Sportback 2.0 TFSI S-Tronic 18 Inch Wheel Sedan Auto (2017-2025),128
Audi A5 Sportback 2.0 TFSI S-Tronic 19 Inch Wheel Sedan Auto (2017-2025),128
Audi A5 Sportback 2.0 TFSI quattro S-Tronic 19 Inch Wheel Sedan Auto (2017-2025),149
Audi Q5 2.0 TDI quattro S-Tronic 19 Inch Wheel SUV Auto (2017-2025),140
Audi Q5 2.0 TDI quattro S-Tronic 20 Inch Wheel SUV Auto (2017-2025),143
Audi Q5 2.0 TDI quattro S-Tronic 21 Inch Wheel SUV Auto (2017-2025),145
Kia Picanto S Hatch Auto (2017-2020),134
Jaguar F-Pace 2.0L 132kW Diesel SUV Auto (2017-2021),134
Renault Captur Hatch Auto (2017-2021),130
Mercedes-Benz E Class E220 d A/T Wagon Auto (2017-2020),147
Renault Megane GT Wagon Auto (2017-2021),134
Renault Clio 4 Hatch Hatch Auto (2017-2023),130
Renault Clio 4 RS 200 Hatch Auto (2017-2023),133
Renault Clio 4 RS Trophy 220 Hatch Auto (2017-2023),135
Audi A6 3.0 TDI quattro S-Tronic 19 Inch Wheel Sedan Auto (2017-2019),146
Audi A7 3.0 TDI quattro S-Tronic 18/19 Inch Wheel Sedan Auto (2017-2018),150
Mercedes-Benz S Class S350d  Sedan Auto (2017-2021),141
Mercedes-Benz S Class S400L d  Sedan Auto (2017-2021),143
Volkswagen Tiguan 110TSI Trendline SUV Manual (2017-2019),138
Volvo V90 Cross Country D5 AWD Wagon Auto (2017-2021),149
Volkswagen Tiguan 110TSI Trendline SUV Auto (2017-2019),146
Volkswagen Tiguan 110TSI Comfortline SUV Auto (2017-2019),146
BMW 5 Series 520i Sedan Auto (2017-2020),141
BMW 5 Series 530d xDrive Sedan Auto (2017-2025),147
BMW X1 sDrive20i Wagon Auto (2017-2025),139
Fiat 500 1.4 16V T 180hp Abarth Competizione MTA Sedan Other (2017-2025),134
Fiat 500 1.4 16V T 145hp Abarth 595 MTA Sedan Other (2017-2022),134
Fiat 500 1.4 16V T 180hp Abarth Competizione Sedan Manual (2017-2025),139
Fiat 500 1.4 16V T 145hp Abarth 595 Sedan Manual (2017-2022),139
Fiat 500C 1.4 16V T 145hp Abarth 595 MTA Sedan Other (2017-2022),134
Fiat 500C 1.4 16V T 145hp Abarth 595 MTA Sedan Other (2017-2022),134
Fiat 500C 1.4 16V T 145hp Abarth 595 Sedan Manual (2017-2022),139
Ford Ecosport Trend SUV Manual (2017-2025),134
Ford Ecosport Ambiente SUV Manual (2017-2025),147
Audi Q2 2.0 TFSI quattro S-tronic 18 Inch Wheel SUV Other (2017-2025),148
Audi Q2 2.0 TFSI quattro S-tronic 19 Inch Wheel SUV Other (2017-2025),150
BMW 6 Series 630d GT Sedan Auto (2017-2025),145
Volkswagen Golf 110TSI Trendline Hatch Auto (2017-2018),128
Volkswagen Golf 110TSI Comfortline Hatch Auto (2017-2018),128
Volkswagen Golf 110TSI Highline Hatch Auto (2017-2018),128
Volkswagen Golf 110TSI Hatch Auto (2017-2018),128
Volkswagen Golf 110TDI Highline Hatch Auto (2017-2018),129
Volkswagen Golf 110TSI Trendline Wagon Auto (2017-2018),131
Volkswagen Golf 110TSI Comfortline Wagon Auto (2017-2018),131
Volkswagen Golf 110TSI Highline Wagon Auto (2017-2018),131
Volkswagen Golf 110TDI Highline Wagon Auto (2017-2018),132
Volkswagen Golf 110TSI Hatch Manual (2017-2018),133
Volkswagen Golf 110TSI Trendline Hatch Manual (2017-2018),133
Volkswagen Golf GTI Performance Edition 1 Hatch Auto (2017-2018),150
Volkswagen Golf Alltrack 135TDI Premium SUV Auto (2017-2018),142
Mercedes-Benz C Class C300 Sedan Auto (2017-2019),148
Land Rover Velar D180 2.0L Diesel   132kW SUV Auto (2017-2024),142
Volvo XC60 D4 AWD SUV Auto (2017-2021),143
Volvo XC60 D5 AWD SUV Auto (2017-2020),148
Honda Civic VTi / VTiS Hatch Auto (2017-2025),150
Honda City VTi Sedan CVT (2017-2025),132
Honda City VTi Sedan Manual (2017-2025),135
Honda City VTiL Sedan CVT (2017-2025),133
Jaguar XF 2.0L D 204DT 177kW Sedan Auto (2017-2024),139
Jaguar XE 2.0L Petrol 184kW Sedan Auto (2017-2021),144
Jaguar XE 2.0L Petrol 147kW Sedan Auto (2017-2021),144
Renault Koleos SUV CVT (2017-2025),147
Audi A5 Cabriolet 2.0 TDI quattro S-Tronic 18 Inch Wheel Convertible Auto (2017-2025),131
Audi A5 Cabriolet 2.0 TDI quattro S-Tronic 19 Inch Wheel Convertible Auto (2017-2025),132
Audi A5 Cabriolet 2.0 TFSI S-Tronic 18/19 Inch Wheel Convertible Auto (2017-2025),133
Holden Astra LS Sedan Manual (2017-2020),136
Holden Astra LS Sedan Auto (2017-2020),141
Holden Astra LT Sedan Auto (2017-2020),141
Holden Astra LTZ Sedan Auto (2017-2020),141
Holden Astra LS Wagon Auto (2017-2020),137
Holden Astra LT Wagon Auto (2017-2020),137
Holden Astra RS-V Hatch Manual (2017-2020),149
Holden Astra RS Hatch Manual (2017-2020),149
Audi A5 Cabriolet 2.0 TFSI S-Tronic 20 Inch Wheel Convertible Auto (2017-2025),134
Audi A5 Cabriolet 2.0 TFSI S-Tronic 20 Inch Wheel Convertible Auto (2017-2025),134
Audi A5 Coupe 2.0 TDI quattro S-Tronic 20 Inch Wheel Coupe Auto (2017-2025),126
Audi A5 Coupe 2.0 TFSI S-Tronic 20 Inch Wheel Coupe Auto (2017-2025),128
Audi A5 Coupe 2.0 TFSI quattro S-Tronic 20 Inch Wheel Coupe Auto (2017-2025),149
Audi A5 Sportback 2.0 TDI quattro S-Tronic 19/20 Inch Wheel Sedan Auto (2017-2025),128
Audi A5 Sportback 2.0 TFSI S-Tronic 20 Inch Wheel Sedan Auto (2017-2025),129
Audi A5 Sportback 2.0 TFSI S-Tronic 20 Inch Wheel Sedan Auto (2017-2025),129
Audi A5 Sportback 2.0 TFSI quattro S-Tronic 20 Inch Wheel Sedan Auto (2017-2025),149
Audi A5 Sportback 2.0 TFSI quattro S-Tronic 20 Inch Wheel Sedan Auto (2017-2025),149
BMW X1 sDrive18i Wagon Auto (2017-2025),133
Alpine A110 Coupe Auto (2017-2020),137
Suzuki Swift Sport Hatch Manual (2017-2025),141
Suzuki Swift Sport Hatch Auto (2017-2025),141
Jeep Compass 2.0L Limited 9AT 4x4 SUV Auto (2017-2022),150
Jeep Compass 2.0L Trackhawk 9AT 4x4 SUV Auto (2017-2022),150
BMW X3 xDrive20d Wagon Auto (2017-2025),149
Holden Equinox LS Wagon Auto (2017-2019),149
Holden Equinox LS+ Wagon Auto (2017-2019),149
Holden Equinox LT Wagon Auto (2017-2019),149
Holden Astra RS-V Hatch Auto (2017-2020),146
Holden Astra RS Hatch Auto (2017-2020),146
Renault Kangoo L2 Van Auto (2017-2025),140
Jaguar XF 2.0L D 204DT 177kW Sedan Auto (2017-2024),139
MINI Cooper  Countryman Wagon Auto (2017-2020),143
Fiat 500C 1.4 16V T 180hp Abarth 595 Competizione MTA Convertible Other (2017-2025),134
Toyota C-HR SUV Manual (2017-2025),141
Toyota C-HR SUV Manual (2017-2025),141
Toyota C-HR SUV CVT (2017-2025),144
Fiat 500C 1.4 16V T 180hp Abarth Competizione Convertible Manual (2017-2025),139
Land Rover LY Velar 204DTY 150kW Wagon Auto (2017-2024),150
Land Rover LY Velar 204DTY 150kW Wagon Auto (2017-2025),150
Renault Kangoo Van Auto (2016-2025),147
Mercedes-Benz C Class C200 Coupe Auto (2016),140
Peugeot 308 GTi 250 Hatch Manual (2016-2019),139
Peugeot 308 GTi 270 Hatch Manual (2016-2019),139
Land Rover Range Rover Evoque SD4 Coupe Auto (2016),134
Land Rover Range Rover Evoque SD4 SUV Auto (2016),134
Land Rover Range Rover Evoque TD4 Coupe Auto (2016),134
Fiat 500 1.4 Manual Sedan Manual (2016-2022),140
Fiat 500C 1.4 Manual Convertible Manual (2016-2022),140
Fiat 500 1.4 16V Dualogic Sedan Auto (2016),135
Fiat 500C 1.4 16V Dualogic Convertible Auto (2016-2022),135
Audi A4 1.4 TFSI S-Tronic 18 Inch Wheel Sedan Auto (2016-2025),126
Audi A4 1.4 TFSI S-Tronic 19 Inch Wheel Sedan Auto (2016-2025),129
Audi A4 2.0 TFSI quattro S-Tronic 18 Inch Wheel Sedan Auto (2016-2025),141
Audi A4 2.0 TFSI quattro S-Tronic 19 Inch Wheel Sedan Auto (2016-2025),144
Audi A3 Sedan 2.0 TFSI S-Tronic 17 Inch Wheel Sedan Auto (2016-2025),132
Audi A3 Sedan 2.0 TFSI S-Tronic 18 Inch Wheel Sedan Auto (2016-2025),136
Audi A3 Sedan 2.0 TFSI S-Tronic 19 Inch Wheel Sedan Auto (2016-2025),136
Audi A3 Sedan 2.0 TFSI quattro S-Tronic 18/19 Inch Wheel Sedan Auto (2016-2025),141
Audi A3 Sportback 2.0 TFSI S-Tronic 17 Inch Wheel Hatch Auto (2016-2025),134
Audi A3 Sportback 2.0 TFSI S-Tronic 18/19 Inch Wheel Hatch Auto (2016-2025),137
Audi A3 Sportback 2.0 TFSI quattro S-Tronic 18/19 Inch Wheel Hatch Auto (2016-2025),142
Audi A4 Allroad 2.0 TDI quattro S-Tronic 18 Inch Wheel Wagon Auto (2016-2025),138
Audi A4 Allroad 2.0 TDI quattro S-Tronic 19 Inch Wheel Wagon Auto (2016-2025),140
Fiat Abarth 124 Spider 1.4 MT Convertible Manual (2016-2022),150
Toyota Yaris Hatch Manual (2016-2024),134
Toyota Yaris Hatch Manual (2016-2024),137
Toyota Yaris Hatch Auto (2016),147
Toyota Yaris Hatch Auto (2016-2024),147
BMW 4 Series 420i  Convertible Auto (2016-2021),144
BMW 4 Series 430i  Convertible Auto (2016-2021),146
Suzuki Vitara S Turbo Hatch Auto (2016-2019),138
Suzuki Vitara S Turbo Hatch Auto (2016-2019),145
Skoda Superb Style 140TDI DSG Wagon Auto (2016-2017),126
Skoda Superb Ambition 140TDI DSG Wagon Auto (2016-2017),126
Skoda Superb Style 162TSI DSG Sedan Auto (2016-2017),149
Skoda Superb Style 162TSI DSG Wagon Auto (2016-2017),149
Volkswagen Polo GTI Hatch Auto (2016-2018),132
Volkswagen Polo GTI Hatch Manual (2016-2018),142
MINI John Cooper Works Convertible Auto (2016-2025),143
Honda Civic VTi-L Sedan CVT (2016-2025),140
Honda Civic RS Sedan CVT (2016-2025),140
Honda Civic VTi-LX Sedan CVT (2016-2025),140
Honda Civic VTi Sedan CVT (2016-2025),148
Honda Civic VTi-S Sedan CVT (2016-2025),148
MINI Cooper S Convertible Convertible Auto (2016-2025),135
MINI Cooper S Convertible Convertible Manual (2016-2025),143
Suzuki Baleno GL Hatch Auto (2016-2020),126
Mercedes-Benz S Class S300h  Sedan Auto (2016-2017),126
Mercedes-Benz SLC Class SLC180 Convertible Manual (2016-2019),134
Mercedes-Benz SLC Class SLC180 Convertible Auto (2016-2019),141
Mercedes-Benz SLC Class SLC200 Convertible Auto (2016-2021),145
Mercedes-Benz SLC Class SLC300 Convertible Auto (2016-2021),146
Caterham Seven 275 6 Convertible Manual (2016-2025),144
Audi A4 Avant 2.0 TFSI S-Tronic 18 Inch Wheel Wagon Auto (2016-2025),129
Audi A4 Avant 2.0 TFSI S-Tronic 19 Inch Wheel Wagon Auto (2016-2025),133
Audi A4 Avant 2.0 TFSI quattro S-Tronic 18 Inch Wheel Wagon Auto (2016-2025),149
Audi Q7 3.0 TDI quattro Tiptronic 160kW SUV Auto (2016-2020),150
Audi A6 3.0 TDI quattro S-Tronic 19 Inch Wheel Sedan Auto (2016-2017),136
Audi A6 3.0 TDI quattro S-Tronic 20/21 Inch Wheel Sedan Auto (2016-2017),139
Audi A6 Allroad 3.0 TDI quattro S-Tronic Wagon Auto (2016-2017),148
Audi A7 3.0 TDI quattro S-Tronic 18/19 Inch Wheel Sedan Auto (2016-2017),140
Audi A7 3.0 TDI quattro S-Tronic 20/21 Inch Wheel Sedan Auto (2016-2017),143
Alfa Romeo Giulietta 1.4TB 110kW Sedan Manual (2016-2022),127
Audi A3 Cabriolet 2.0 TFSI S-Tronic 17 Inch Wheel Convertible Auto (2016-2025),137
Audi A3 Cabriolet 2.0 TFSI S-Tronic 18 Inch Wheel Convertible Auto (2016-2025),140
Audi A3 Cabriolet 2.0 TFSI S-Tronic 19 Inch Wheel Convertible Auto (2016-2025),141
Audi A3 Cabriolet 2.0 TFSI quattro S-Tronic 18 Inch Wheel Convertible Auto (2016-2025),146
Audi A3 Cabriolet 2.0 TFSI quattro S-Tronic 19 Inch Wheel Convertible Auto (2016-2025),147
Renault Megane GT Hatch Auto (2016-2021),134
Fiat 500 1.4 16V T 140hp Abarth Turismo Convertible Manual (2016-2022),139
Fiat 500 1.4 16V T 140hp Abarth Turismo Sedan Manual (2016-2022),139
Volvo S90 D5 Sedan Auto (2016-2018),135
Mercedes-Benz E Class E200 Sedan Auto (2016-2017),144
Mercedes-Benz E Class E350 d Sedan Auto (2016-2018),147
Mercedes-Benz CLA Class CLA200 Coupe Auto (2016-2019),128
Mercedes-Benz CLA Class CLA200 SB Wagon Auto (2016-2019),141
BMW 1 Series 125i Hatch Auto (2016-2020),134
BMW 1 Series 120i Hatch Auto (2016-2020),135
BMW 1 Series 120i Hatch Manual (2016-2020),140
Renault Captur Outdoor Hatch Auto (2016-2017),127
Suzuki Vitara RT-X Diesel Hatch Auto (2016-2019),131
Suzuki Vitara S Turbo Hatch Auto (2016),138
Suzuki Vitara S Turbo Hatch Auto (2016),145
Holden SPARK CVT LT Hatch CVT (2016-2020),128
Holden SPARK CVT LS Hatch CVT (2016-2020),128
Fiat 500 1.4 16V T 180HP Abarth Sedan Manual (2016-2022),139
Fiat 500 1.4 16V T 180HP Abarth Sedan Other (2016-2022),134
Infiniti Q30 Hatch Auto (2016-2021),139
Infiniti Q30 Hatch Auto (2016-2021),147
Mercedes-Benz E Class E250 d Coupe Auto (2016-2017),132
BMW 2 Series 230i Coupe Auto (2016-2025),134
BMW 2 Series 220i Coupe Auto (2016-2025),135
BMW 2 Series 220i Coupe Manual (2016-2025),140
BMW 2 Series 230i Coupe Manual (2016-2025),147
Volkswagen Tiguan 110TSI Trendline SUV Manual (2016-2017),138
Volkswagen Tiguan 110TSI Trendline SUV Auto (2016-2017),146
Volkswagen Tiguan 110TSI Comfortline SUV Auto (2016-2017),146
BMW 2 Series 220i Convertible Auto (2016-2017),140
BMW 2 Series 230i Convertible Auto (2016-2025),142
BMW 2 Series 220i Convertible Manual (2016-2025),149
BMW 4 Series 420i Gran Coupe Coupe Auto (2016-2025),134
BMW 4 Series 430i Gran Coupe Coupe Auto (2016-2025),136
BMW 4 Series 420i Gran Coupe Coupe Manual (2016-2025),141
Volkswagen Passat 140TDI Highline Wagon Auto (2016-2019),126
Volkswagen Passat 132TSI Sedan Auto (2016-2019),136
Volkswagen Passat 132TSI Comfortline Sedan Auto (2016-2019),136
Volkswagen Passat 132TSI Comfortline Wagon Auto (2016-2019),137
Volkswagen Passat 132TSI Wagon Auto (2016-2019),137
Volkswagen Passat Alltrack 140TDI SUV Auto (2016-2019),143
Audi A3 Cabriolet 2.0 TFSI S-Tronic 17 Inch Wheel Convertible Auto (2016-2025),137
Audi A3 Cabriolet 2.0 TFSI S-Tronic 18 Inch Wheel Convertible Auto (2016-2025),140
Audi A3 Cabriolet 2.0 TFSI S-Tronic 19 Inch Wheel Convertible Auto (2016-2025),141
Audi A3 Cabriolet 2.0 TFSI quattro S-Tronic 18 Inch Wheel Convertible Auto (2016-2025),146
Audi A3 Cabriolet 2.0 TFSI quattro S-Tronic 19 Inch Wheel Convertible Auto (2016-2025),147
Land Rover Discovery Sport SD4 132kw SE;HSE; HSE Luxury. SUV Auto (2016-2024),139
Volkswagen Passat Alltrack Wolfsburg Edition SUV Auto (2016-2019),143
Skoda Superb Style 162TSI DSG Sedan Auto (2016-2020),149
Skoda Superb Style 162TSI DSG Wagon Auto (2016-2020),149
Skoda Superb Style 140TDI DSG Wagon Auto (2016-2020),126
Volkswagen Passat 140TDI Highline Wagon Auto (2016-2019),126
Volkswagen Passat 140TDI Highline Wagon Auto (2016-2019),126
Volkswagen Passat 140TDI Highline Wagon Auto (2016-2019),126
Volkswagen Passat 132TSI Comfortline Sedan Auto (2016-2019),136
Volkswagen Passat 132TSI Comfortline Sedan Auto (2016-2019),136
Land Rover Discovery Sport TD4 110kw  SUV Auto (2016-2024),139
Mercedes-Benz C Class C200 Sedan Auto (2016-2018),146
Mercedes-Benz C Class C250 Sedan Auto (2016-2021),146
Mercedes-Benz C Class C200T Wagon Auto (2016-2018),148
Mercedes-Benz C Class C200 Coupe Auto (2016-2019),148
Mercedes-Benz C Class C300 Coupe Auto (2016-2019),150
Volkswagen Jetta 103TDI Highline Sedan Auto (2016-2019),143
Volkswagen Jetta 118TSI Trendline Sedan Auto (2016-2019),144
Volkswagen Jetta 118TSI Comfortline Sedan Auto (2016-2019),144
Volkswagen Jetta 118TSI Highline Sedan Auto (2016-2019),144
Volkswagen Jetta 118TSI Trendline Sedan Manual (2016-2019),150
Ford Escape Trend SUV Auto (2016-2025),144
Ford Escape Ambiente; Trend; Titanium SUV Manual (2016-2025),146
Ford Escape Trend SUV Auto (2016-2021),147
Jaguar F-Pace 2.0L Diesel SUV Auto (2016-2021),139
Jaguar XF 3.0 D Sedan Auto (2016-2024),144
Hyundai i40 Tourer 1.7 CRDi DCT Wagon Auto (2016-2019),134
Hyundai i40 1.7 CRDi DCT Sedan Auto (2016-2019),134
Toyota Yaris Hatch Auto (2016-2024),147
Hyundai Accent 1.4 MPI Sedan Manual (2016-2019),136
Hyundai Accent 1.4 MPI Hatch Manual (2016-2019),136
Hyundai Accent SR 1.6 GDi Hatch Manual (2016-2019),146
Hyundai Accent 1.4 CVT Sedan CVT (2016-2019),149
Hyundai Accent 1.4 CVT Hatch CVT (2016-2019),149
Suzuki S-Cross Turbo Hatch Auto (2016-2025),138
Suzuki S-Cross Turbo Prestige Hatch Auto (2016-2025),138
Audi A6 3.0 TDI quattro S-Tronic 20/21 Inch Wheel Sedan Auto (2016-2019),149
BMW 2 Series 230i Convertible Auto (2016-2025),142
Holden Astra R+ Hatch Auto (2016-2020),133
Holden Astra R Hatch Auto (2016-2020),133
Holden Astra R Hatch Manual (2016-2020),135
Holden Astra R+ Hatch Manual (2016-2020),135
Holden Astra RS-V Hatch Auto (2016-2020),146
Holden Astra RS Hatch Auto (2016-2020),146
Holden Astra RS-V Hatch Manual (2016-2020),149
Holden Astra RS Hatch Manual (2016-2020),149
Jaguar XF P180 Sedan Auto (2016-2024),147
MG MG3 1.5 MT Hatch Manual (2016-2025),136
Ford Escape Titanium SUV Auto (2016-2025),147
Alfa Romeo Giulietta 1.4TB 88kW Sedan Manual (2015-2016),148
Alfa Romeo Giulietta 1.4TB 125kW Sedan Manual (2015-2016),131
Subaru Outback 2.0D Diesel Wagon Manual (2015-2019),148
Subaru Outback 2.0D Diesel Premium Wagon Manual (2015-2019),148
Volkswagen Golf 92TSI Hatch Manual (2015-2017),131
Volkswagen Golf 92TSI Hatch Auto (2015-2017),126
Volkswagen Golf 92TSI Trendline Hatch Manual (2015-2017),131
Volkswagen Golf 92TSI Trendline Hatch Auto (2015-2017),126
Volkswagen Golf 92TSI Comfortline Hatch Auto (2015-2017),126
Volkswagen Golf 110TSI Highline Hatch Auto (2015-2017),126
Volkswagen Golf 110TDI Highline Hatch Auto (2015-2017),129
Volkswagen Golf GTI Hatch Manual (2015-2017),144
Toyota Corolla Hatch CVT (2015-2018),143
Mercedes-Benz CLA Class CLA200 SB Wagon Auto (2015-2016),134
Honda Civic VTiS Hatch Manual (2015-2017),150
Volkswagen Golf 90TSI Hatch Manual (2015),133
Volkswagen Golf 90TSI Hatch Auto (2015),126
Volkswagen Golf 90TSI Comfortline Hatch Manual (2015),133
Volkswagen Golf 90TSI Comfortline Hatch Auto (2015),126
Volkswagen Golf 110TDI Highline Hatch Auto (2015),129
Volkswagen Golf GTI Hatch Manual (2015),144
Volkswagen The Beetle 118TSI Coupe Auto (2015),148
Volkswagen Jetta 118TSI Trendline Sedan Manual (2015),150
Volkswagen Jetta 118TSI Trendline Sedan Auto (2015),144
Volkswagen Jetta 118TSI Comfortline Sedan Auto (2015),144
Volkswagen Jetta 118TSI Highline Sedan Auto (2015),144
Volkswagen Polo GTI Hatch Manual (2015),142
Volkswagen Polo GTI Hatch Auto (2015),132
Skoda Fabia Active 77TSI Hatch Manual (2015),128
Skoda Fabia Active 77TSI Wagon Manual (2015),128
Skoda Fabia RS 132TSI Hatch Auto (2015),148
Skoda Fabia RS 132TSI Wagon Auto (2015),148
Skoda Fabia Monte Carlo 77TSI Hatch Manual (2015),128
Ford Focus Trend Hatch Auto (2015-2025),146
Ford Focus Sport Hatch Auto (2015-2025),146
Ford Focus Trend Sedan Auto (2015-2025),146
Ford Focus Titanium Sedan Auto (2015-2025),150
Ford Focus Trend Hatch Manual (2015-2025),134
Ford Focus Sport Hatch Manual (2015-2025),134
Ford Fiesta ST Sedan Manual (2015-2025),145
Audi A1 Sportback 1.8 TFSI S-Tronic 17 Inch Wheel Hatch Other (2015-2019),130
Audi A1 Sportback 1.8 TFSI S-Tronic 18 Inch Wheel Hatch Other (2015-2019),134
Audi A5 Coupe 1.8 TFSI Multitronic 18 Inch Wheel Coupe CVT (2015-2017),139
Audi A5 Coupe 1.8 TFSI Multitronic 19 20 Inch Wheel Coupe CVT (2015-2017),144
Audi A5 Sportback 1.8 TFSI Multitronic 18 Inch Wheel Sedan CVT (2015-2017),144
Audi A5 Sportback 1.8 TFSI Multitronic 19 20 Inch Wheel Sedan CVT (2015-2017),149
Audi A1 Sportback 1.8 TFSI S-Tronic 18 Inch Wheel Hatch Other (2015-2019),134
Audi A5 Coupe 1.8 TFSI Multitronic 18 Inch Wheel Coupe CVT (2015-2017),139
Audi A5 Coupe 1.8 TFSI Multitronic 19 20 Inch Wheel Coupe CVT (2015-2017),144
Audi A5 Sportback 1.8 TFSI Multitronic 18 Inch Wheel Sedan CVT (2015-2017),144
Audi A5 Sportback 1.8 TFSI Multitronic 19 20 Inch Wheel Sedan CVT (2015-2017),149
Audi A5 Cabriolet 1.8 TFSI Multitronic 18 Inch Wheel Convertible CVT (2015-2017),146
Hyundai Accent 1.4 MPI Sedan Manual (2015-2016),136
Hyundai Accent 1.4 MPI Hatch Manual (2015-2016),136
Hyundai Accent 1.4 CVT Sedan CVT (2015-2016),146
Hyundai Accent 1.4 CVT Hatch CVT (2015-2016),146
Skoda Octavia RS 135TDI Sedan Auto (2015-2019),127
Skoda Octavia RS 135TDI Wagon Auto (2015-2019),129
Skoda Octavia RS 162TSI Sedan Manual (2015-2020),147
Skoda Octavia RS 162TSI Wagon Manual (2015-2020),147
Renault Clio 4 RS Trophy 220 Hatch Auto (2015-2018),135
Skoda Superb Ambition 140TDI Wagon Auto (2015),126
Hyundai i30 Tourer 1.6 GDi Wagon Auto (2015-2016),140
Hyundai i30 Tourer 1.6 CRDi Wagon Auto (2015-2016),127
Hyundai i40 1.7 CRDi DCT Sedan Auto (2015-2016),134
Hyundai i40 1.7 CRDi Sedan Manual (2015-2016),129
Hyundai i40 Tourer 1.7 CRDi DCT Wagon Auto (2015-2016),134
Hyundai i40 Tourer 1.7 CRDi Wagon Manual (2015-2016),129
Skoda Yeti Active 81TSI Wagon Manual (2015-2020),132
Skoda Yeti Active 81TSI Wagon Auto (2015-2020),132
Skoda Yeti Ambition 92TSI DSG Wagon Auto (2015-2020),139
Skoda Octavia Ambition 110TSI Sedan Manual (2015-2020),126
Skoda Octavia Ambition 110TSI Wagon Manual (2015-2020),127
Skoda Octavia Ambition Plus 110TSI Sedan Manual (2015-2020),126
Skoda Octavia Ambition Plus 110TSI Wagon Manual (2015-2020),127
Skoda Octavia Scout Ambition 110TDI Wagon Manual (2015-2020),128
Skoda Octavia Scout Premium 135TDI Wagon Auto (2015-2020),132
Volvo V40 T4 Hatch Auto (2015-2019),130
Volvo V40 T3 Hatch Auto (2015-2019),131
Mercedes-Benz SLK Class SLK200 Convertible Auto (2015-2016),145
Mercedes-Benz SLK Class SLK300 Convertible Auto (2015-2016),146
BMW 3 Series 318i Sedan Auto (2015-2025),126
BMW 3 Series 318i Sedan Manual (2015-2025),129
BMW 3 Series 320i Sedan Auto (2015-2019),134
BMW 3 Series 330i Sedan Auto (2015-2019),136
Nissan Juke Hatch Manual (2015-2021),139
Mazda MX-5 Convertible Auto (2015-2025),149
Mazda MX-5 Convertible Manual (2015-2025),142
Ford Focus Titanium Hatch Auto (2015-2025),150
Volkswagen Passat Alltrack 140TDI Wagon Auto (2015-2016),143
Volkswagen Passat 132TSI Sedan Auto (2015-2016),136
Volkswagen Passat 132TSI Comfortline Sedan Auto (2015-2016),136
Volkswagen Passat 132TSI Wagon Auto (2015-2016),137
Volkswagen Passat 132TSI Comfortline Wagon Auto (2015-2016),137
Volkswagen Passat 140TDI Highline Wagon Auto (2015-2016),126
Volkswagen Caddy Trendline TSI220 Wagon Auto (2015-2020),138
Volkswagen Caddy Maxi Trendline TSI220 Wagon Auto (2015-2020),138
Volkswagen Caddy Maxi Comfortline TSI220 Wagon Auto (2015-2020),138
Volkswagen Caddy Van TSI220 Van Auto (2015-2020),138
Volkswagen Caddy Van MAXI TSI220 Van Manual (2015-2020),143
Volkswagen Caddy Van MAXI TSI220 7D Van Auto (2015-2020),138
Volkswagen Caddy Van MAXI CREWVAN TSI220 Van Auto (2015-2020),138
Nissan Juke Hatch Manual (2015-2021),129
Lexus RX450h SUV CVT (2015-2025),131
Mercedes-Benz GLC Class GLC220d 4MATIC Wagon Auto (2015-2019),146
Mercedes-Benz GLC Class GLC250d 4MATIC Wagon Auto (2015-2019),149
Peugeot 308 GT Hatch Manual (2015-2017),130
Peugeot 508 Active Sedan Auto (2015-2018),134
BMW 3 Series 320i Sedan Manual (2015-2025),138
BMW 3 Series 330i Wagon Auto (2015-2019),143
BMW 3 Series 320i Wagon Manual (2015-2025),147
BMW 3 Series 320i Wagon Auto (2015-2025),138
BMW 1 Series 118i Hatch Manual (2015-2020),126
BMW 1 Series 120i Hatch Auto (2015-2016),137
BMW 1 Series 120i Hatch Manual (2015-2016),139
BMW 3 Series Gran Turismo 320d Hatch Manual (2015-2025),127
BMW 7 Series 730d Sedan Auto (2015-2020),131
BMW 7 Series 730Ld Sedan Auto (2015-2025),134
BMW X1 xDrive20d Wagon Auto (2015-2025),135
BMW X1 sDrive20i Wagon Auto (2015-2017),141
Mercedes-Benz GLA Class GLA180 Wagon Auto (2015-2021),133
Lexus ES 300h Sedan CVT (2015-2018),130
Toyota RAV4 SUV Manual (2015-2019),149
Volvo S60 T4 Sedan Auto (2015-2018),144
Fiat 500X Pop SUV Auto (2015-2022),133
Fiat 500X Pop Star SUV Auto (2015-2022),133
Fiat 500X Pop SUV Manual (2015-2022),139
Jeep Renegade Sport 1.4 SUV Auto (2015-2022),137
Jeep Renegade Longitude SUV Auto (2015-2022),137
Jeep Renegade Limited SUV Auto (2015-2022),137
Jeep Renegade Sport 1.6 SUV Manual (2015-2022),141
Suzuki Vitara RT-S Hatch Auto (2015-2019),139
Suzuki Vitara RT-X Hatch Auto (2015-2019),147
Suzuki Vitara RT-X Hatch Auto (2015-2019),147
Ford Mondeo Ambiente Hatch Auto (2015-2025),135
