name,tailpipe_co2
Audi TTRS Coupe 20 Inch Wheel Coupe Other (2017-2025),192
Audi TTRS Roadster 19 Inch Wheel Convertible Other (2017-2025),191
Audi TTRS Roadster 20 Inch Wheel Convertible Other (2017-2025),196
Porsche 911 Carrera GTS Coupe Auto (2017-2019),188
Porsche 911 Carrera GTS Cabrio Convertible Auto (2017-2019),190
Porsche 911 Carrera 4 GTS Coupe Auto (2017-2019),192
Porsche 911 Carrera 4 GTS Cabrio Convertible Auto (2017-2019),196
Porsche 911 Targa 4 GTS Coupe Auto (2017-2019),196
Ford Transit Custom 340L Van Auto (2017-2018),186
Audi SQ5 3.0 TFSI quattro Tiptronic 20 Inch Wheel SUV Auto (2017),194
Audi SQ5 3.0 TFSI quattro Tiptronic 21 Inch Wheel SUV Auto (2017),200
Hyundai i30 1.6 T-GDI Hatch Manual (2017-2018),176
Porsche Panamera 4 Sedan Auto (2017),177
Mercedes-Benz E Class E400 Convertible Auto (2017-2018),195
Mercedes-Benz S Class S450L Sedan Auto (2017-2021),192
Audi RS3 Sportback 2.5 TFSI quattro S-Tronic 19x8 Inch Wheel Hatch Auto (2017-2025),191
Audi RS3 Sportback 2.5 TFSI quattro S-Tronic 19x8.5 Inch Wheel Hatch Auto (2017-2025),194
Audi RS5 Coupe Quattro 2.9l V6 Biturbo Coupe Auto (2017-2025),199
Mercedes-Benz S Class S560 Sedan Auto (2017-2021),192
Mercedes-Benz S Class S560L Sedan Auto (2017-2021),192
Holden Equinox LT Wagon Auto (2017-2019),191
Holden Equinox LTZ Wagon Auto (2017-2019),191
MINI John Cooper Works ALL4 Countryman Wagon Manual (2017-2020),179
Volkswagen Tiguan 162TSI Highline SUV Auto (2017-2018),186
Volkswagen Touareg Adventure SUV Auto (2017-2018),196
Kia Sorento Si Diesel Wagon Auto (2017-2025),190
Kia Sorento Sport Diesel Wagon Auto (2017-2025),190
Kia Sorento SLi Diesel Wagon Auto (2017-2021),190
Kia Sorento GT-Line Wagon Auto (2017-2021),190
Volkswagen Golf R Hatch Manual (2017-2018),183
Skoda Kodiaq 132TSI 4x4 SUV Auto (2017-2018),176
MINI John Cooper Works ALL4 Countryman Wagon Manual (2017),179
Subaru WRX WRX Premium Sedan CVT (2017-2019),199
Subaru WRX WRX Sedan CVT (2017-2019),199
Volvo S60 Polestar Sedan Auto (2017-2018),181
Volvo V60 Polestar Wagon Auto (2017-2018),188
Volvo XC60 T5 AWD SUV Auto (2017-2021),179
Volvo XC60 T6 AWD SUV Auto (2017-2021),183
Audi S5 Cabriolet 19/20 Inch Wheel Convertible Auto (2017-2025),179
Holden Equinox LTZ AWD Wagon Auto (2017-2019),196
Holden Equinox LTZ-V AWD Wagon Auto (2017-2019),196
Land Rover Range Rover Evoque 2.0L Petrol Petrol 177kW Convertible Auto (2017-2024),185
Land Rover Discovery Sport 2.0L Petrol Si4 177kw  SUV Auto (2017-2024),181
Land Rover Discovery Sport 2.0L Petrol Si4 177kw  SUV Auto (2017-2024),182
Land Rover Discovery Sport 2.0L Petrol Si4 213kw  SUV Auto (2017-2024),186
BMW 6 Series 640i xDrive GT Sedan Auto (2017-2025),195
Porsche Panamera 4 Hatch Auto (2017-2021),177
Porsche Panamera 4 Hatch Auto (2017-2021),177
Porsche Panamera 4S Hatch Auto (2017-2021),186
Porsche Panamera 4S Hatch Auto (2017-2021),186
Porsche Panamera Tourismo 4 Wagon Auto (2017-2025),177
Porsche Panamera Tourismo 4 Wagon Auto (2017-2025),177
Porsche Panamera Tourismo 4S Wagon Auto (2017-2025),186
Porsche Panamera Tourismo 4S Wagon Auto (2017-2025),186
Hyundai Sonata 2.4 GDI Sedan Auto (2017-2021),194
Hyundai Sonata 2.0 Turbo GDI Sedan Auto (2017-2021),198
Jeep Compass 2.4L Sport/Longitude 6AT SUV Auto (2017-2025),190
Mercedes-Benz E Class E400 Coupe Auto (2017-2018),191
Jaguar XE S 3.0 V6 S/C Petrol 280kW Sedan Auto (2017-2021),194
Renault Koleos SUV CVT (2017-2025),192
Audi RS3 Sedan 2.5 TFSI quattro S-Tronic 19x8 Inch Wheel Sedan Auto (2017-2025),188
Audi RS3 Sedan 2.5 TFSI quattro S-Tronic 19x8.5 Inch Wheel Sedan Auto (2017-2025),191
Audi S5 Cabriolet 19 Inch Wheel Convertible Auto (2017-2018),179
Audi SQ5 3.0 TFSI quattro Tiptronic 20 Inch SUV Auto (2017-2025),194
Audi SQ5 3.0 TFSI quattro Tiptronic 21 Inch SUV Auto (2017-2025),200
Land Rover Velar P300 2.0L Petrol  221kW SUV Auto (2017-2024),178
MINI John Cooper Works ALL4 Countryman Wagon Auto (2017-2025),180
Mitsubishi Triton GLX Cab-chassis Manual (2017-2019),185
Mitsubishi Triton GLX Cab-chassis Manual (2017-2019),188
Mitsubishi Triton GLX Cab-chassis Manual (2017-2019),191
Mitsubishi Triton GLX Utility Manual (2017-2019),191
Mitsubishi Triton GLX+ Utility Manual (2017-2019),191
Mitsubishi Triton GLS Utility Manual (2017-2019),191
Mitsubishi Triton GLS Utility Manual (2017-2019),191
Mitsubishi Triton GLX Cab-chassis Auto (2017-2019),193
Mitsubishi Triton GLX Utility Auto (2017-2019),197
Mitsubishi Triton GLX Cab-chassis Auto (2017-2019),197
Mitsubishi ASX XLS SUV CVT (2017-2018),176
Mitsubishi ASX LS SUV CVT (2017-2018),176
Mitsubishi ASX LS SUV CVT (2017-2018),176
Mitsubishi ASX LS ADAS SUV CVT (2017-2018),176
Mitsubishi ASX LS SUV Manual (2017-2018),179
Toyota Camry Ascent Sedan Auto (2017-2021),181
Toyota Camry SL Sedan Auto (2017-2021),194
Toyota Camry Ascent Sport Sedan Auto (2017-2021),194
Toyota Camry SX Sedan Auto (2017-2021),194
Toyota Camry SL Sedan Auto (2017-2021),197
Jaguar XF 3.0L Petrol 280kw Sedan Auto (2017-2024),198
Land Rover Velar P300 2.0L Petrol  221kW SUV Auto (2017-2024),178
Land Rover LY Velar Edition I6 D300 Wagon (2017-2025),184
Land Rover LY Velar PT204 184kW  Wagon Auto (2017-2025),182
Land Rover LY P250 Wagon Auto (2017-2025),182
Land Rover LY D300 Wagon Auto (2017-2025),185
Land Rover LR D300 5 seats Wagon Auto (2017-2025),199
Land Rover LR D300 7 seats Wagon Auto (2017-2025),199
Land Rover LR D300 5 seats Wagon Auto (2017-2025),199
Land Rover LR D300 7 seats Wagon Auto (2017-2025),199
Land Rover LY Velar PT204 184kW  Wagon Auto (2017-2024),182
MINI John Cooper Works ALL4 Countryman Wagon Auto (2017-2025),180
Honda Civic Type R Hatch Manual (2017-2025),200
Porsche 982 Cayman S Coupe Manual (2016-2025),186
Porsche 982 Boxster S Convertible Manual (2016-2025),186
Jaguar F Pace D300 AWD Auto MHEV SUV Auto (2016-2025),184
Jaguar F Pace P400 AWD Auto MHEV SUV Auto (2016-2025),199
Jaguar F Pace D300 AWD Auto MHEV SUV Auto (2016-2025),185
Ford Focus RS Hatch Manual (2016-2025),190
Land Rover Range Rover Evoque Si4 SUV Auto (2016),181
Land Rover Range Rover Evoque Si4 Coupe Auto (2016),181
BMW 7 Series 750i Sedan Auto (2016-2019),194
BMW 7 Series 750Li Sedan Auto (2016-2025),197
Porsche 911 Carrera 4 Coupe Auto (2016-2019),177
Porsche 911 Carrera S Cabriolet Convertible Auto (2016-2019),178
Porsche 911 Carrera 4S Coupe Auto (2016-2019),180
Porsche 911 Carrera 4 Cabriolet Convertible Auto (2016-2019),182
Porsche 911 Targa 4 Coupe Auto (2016-2019),182
Porsche 911 Targa 4S Convertible Auto (2016-2019),184
Porsche 911 Carrera 4S Cabriolet Convertible Auto (2016-2019),184
Porsche 911 Carrera Coupe Manual (2016-2019),190
Porsche 911 Carrera Cabriolet Convertible Manual (2016-2019),195
Porsche 911 Carrera S Coupe Manual (2016-2019),199
Honda Accord VTi Sedan Auto (2016-2019),186
Honda Accord VTi-L Sedan Auto (2016-2019),191
Renault Koleos SUV CVT (2016-2017),188
Renault Koleos SUV CVT (2016-2017),192
Toyota Camry Sedan Auto (2016-2018),183
Mercedes-Benz SL Class SL400 Convertible Auto (2016-2021),177
Mercedes-Benz SLC Class SLC43 AMG Convertible Auto (2016-2018),180
Mercedes-Benz GLS Class GLS350 d 4MATIC SUV Auto (2016-2025),199
Mercedes-Benz GLS Class GLS350 d Sport 4MATIC SUV Auto (2016-2019),199
Land Rover Range Rover  3.0L TDV6 SUV Auto (2016-2024),182
Land Rover Range Rover LWB 3.0L TDV6 SUV Auto (2016-2024),182
Mazda CX-9 FWD SUV Auto (2016-2025),197
Audi SQ5 3.0 TDI quattro Tiptronic 240kW SUV Auto (2016-2017),180
Audi SQ5 plus 3.0 TDI Bi-turbo quattro Tiptronic 20 Inch Wheel SUV Auto (2016-2025),180
Audi SQ5 plus 3.0 TDI Bi-turbo quattro Tiptronic 21 Inch Wheel SUV Auto (2016-2025),183
Audi SQ5 plus 3.0 TDI Bi-turbo quattro Tiptronic 21 Inch Wheel SUV Auto (2016-2025),183
Audi Q5 2.0 TFSI quattro Tiptronic 19 Inch Wheel SUV Auto (2016-2017),178
Audi Q5 2.0 TFSI quattro Tiptronic 20 Inch Wheel SUV Auto (2016-2017),180
Subaru BRZ Coupe Manual (2016-2019),194
Mitsubishi ASX XLS SUV CVT (2016-2018),176
Mitsubishi ASX LS SUV CVT (2016-2018),176
Mitsubishi ASX LS SUV Manual (2016-2018),179
Porsche 718 Cayman S Convertible Manual (2016-2018),186
Volvo V60 T6 AWD Wagon Auto (2016-2018),178
Mercedes-Benz E Class E400 Coupe Auto (2016-2017),179
Mercedes-Benz E Class E400 Convertible Auto (2016-2017),187
Mercedes-Benz GLS Class GLS350 d 4MATIC SUV Auto (2016),199
Mercedes-Benz GLS Class GLS350 d Sport 4MATIC SUV Auto (2016),199
Porsche 718 Boxster S Convertible Manual (2016-2020),186
Kia Optima Sedan Auto (2016),194
Kia Optima GT Sedan Auto (2016),199
Hyundai Sonata 2.4 GDI Sedan Auto (2016-2017),194
Hyundai Tucson Highlander SUV Auto (2016-2018),178
Hyundai Tucson Elite SUV Auto (2016-2018),178
Hyundai Tucson Elite SUV Auto (2016-2018),178
Hyundai Tucson Highlander SUV Auto (2016-2018),178
Hyundai Tucson GDI SUV Manual (2016-2018),182
Hyundai Tucson Active MPI SUV Auto (2016-2018),182
Hyundai Tucson Active MPI SUV Manual (2016-2018),184
Hyundai Tucson GDI SUV Auto (2016-2018),185
Hyundai Tucson Elite MPI SUV Manual (2016-2018),187
Hyundai Tucson Elite MPI SUV Auto (2016-2018),190
BMW 2 Series M240i Coupe Manual (2016-2025),179
BMW 2 Series M240i Convertible Manual (2016-2025),189
Volkswagen Touareg 150TDI SUV Auto (2016-2018),190
Volkswagen Touareg 150TDI Element SUV Auto (2016-2018),190
Volkswagen Touareg V6 TDI SUV Auto (2016-2018),196
Hyundai Elantra 1.6 T-GDI Sedan Manual (2016-2019),176
Mercedes-Benz C Class C43 AMG  Sedan Auto (2016-2018),188
Mercedes-Benz C Class C43 AMG  Coupe Auto (2016-2018),188
Mercedes-Benz C Class C43T AMG  Wagon Auto (2016-2018),190
Mercedes-Benz C Class C43 AMG  Convertible Auto (2016-2018),196
Mercedes-Benz S Class S500 Convertible Auto (2016-2021),199
Audi A5 Cabriolet 3.0TDI quattro S-Tronic 19/20 Inch Wheel Convertible Auto (2016-2017),176
Mitsubishi Triton GLX Cab-chassis Manual (2016-2018),185
Mitsubishi Triton GLX Cab-chassis Manual (2016-2018),188
Mitsubishi Triton GLX Cab-chassis Manual (2016-2018),191
Mitsubishi Triton GLS Utility Manual (2016-2018),191
Mitsubishi Triton GLS Utility Manual (2016-2018),191
Mitsubishi Triton GLX Cab-chassis Manual (2016-2018),191
Mitsubishi Triton GLX Utility Manual (2016-2018),191
Mitsubishi Triton GLX+ Utility Manual (2016-2018),191
Mitsubishi Triton GLX Cab-chassis Auto (2016-2018),193
Mitsubishi Triton GLX Cab-chassis Auto (2016-2018),197
Mitsubishi Triton GLX Utility Auto (2016-2018),197
Mercedes-Benz E Class E400 Sedan Auto (2016-2018),191
Porsche Panamera 4S Sedan Auto (2016-2017),186
Nissan Pathfinder HEV SUV CVT (2016-2024),200
Hyundai Tucson Elite MPI SUV Auto (2016-2018),190
BMW 2 Series M240i Coupe Manual (2016-2025),179
BMW 2 Series M240i Convertible Manual (2016-2025),189
Volkswagen Touareg 150TDI SUV Auto (2016-2018),190
Volkswagen Touareg 150TDI Element SUV Auto (2016-2018),190
Volkswagen Touareg V6 TDI SUV Auto (2016-2018),196
Hyundai iMax CRDi Wagon Manual (2016-2021),197
Hyundai iLoad Van CRDi Van Manual (2016-2021),199
Hyundai iLoad Crew Van CRDi Van Manual (2016-2021),199
Porsche Panamera 4S Diesel Sedan Auto (2016-2021),178
Mercedes-Benz E Class E43 AMG Sedan Auto (2016-2018),194
Renault Kangoo Van Manual (2016-2025),180
Renault Kangoo Van Auto (2016-2025),190
Ford Escape Ambiente; Trend; Titanium SUV Auto (2016-2025),197
Volkswagen Jetta 155TSI Highline Sport Sedan Auto (2016-2019),180
Volkswagen Tiguan 162TSI Highline SUV Auto (2016-2017),186
Volkswagen Scirocco R Coupe Auto (2016-2019),187
Volkswagen Scirocco R Wolfsburg Edition Coupe Auto (2016-2019),187
Volkswagen Scirocco R Coupe Manual (2016-2019),189
Volkswagen Scirocco R Wolfsburg Edition Coupe Manual (2016-2019),189
Volkswagen Touareg Wolfsburg Edition SUV Auto (2016-2017),196
Hyundai i30 SR 2.0 GDi Hatch Auto (2016-2017),179
Audi SQ7 20 Inch Wheel SUV Auto (2016-2025),190
Audi SQ7 21 & 22 Inch Wheel SUV Auto (2016-2025),199
MG MG6 Plus 1.8T AT Hatch Auto (2016-2025),186
Kia Optima Si Sedan Auto (2016-2018),194
Kia Optima GT Sedan Auto (2016-2018),199
Kia Rondo S Wagon Auto (2016-2021),184
Kia Rondo Si Wagon Auto (2016-2021),184
Kia Sportage GT-Line Diesel SUV Auto (2016-2019),178
Kia Sportage SLi Petrol SUV Auto (2016-2019),182
Kia Sportage Si Petrol SUV Auto (2016-2019),182
Kia Sportage GT-Line Petrol SUV Auto (2016-2019),199
Volkswagen Scirocco R Wolfsburg Edition Coupe Manual (2016-2019),189
Toyota 86 Coupe Manual (2016-2025),194
Toyota 86 Coupe Manual (2016-2025),194
Peugeot 4008 Active SUV CVT (2016-2019),176
Volkswagen Multivan Highline TDI450 4MOTION Wagon Auto (2016-2019),176
Ford Ranger XL Cab-chassis Manual (2016-2018),180
Ford Ranger XL Utility Manual (2016-2018),180
Ford Ranger XL Cab-chassis Manual (2016-2018),185
Ford Ranger XL Utility Manual (2016-2018),185
Ford Ranger XL Cab-chassis Manual (2016-2018),185
Ford Ranger XLS Utility Manual (2016-2018),185
Ford Ranger XL Cab-chassis Manual (2016-2018),191
Jaguar XF 2.0 Petrol Sedan Auto (2016-2024),179
Jaguar XF 3.0L Petrol 280kw Sedan Auto (2016-2024),198
Jaguar XF 3.0L Petrol 250kw Sedan Auto (2016-2024),198
Land Rover Range Rover Evoque Si4 Coupe Auto (2016-2024),181
Hyundai i40 Tourer 2.0 GDI Wagon Auto (2016-2019),176
Peugeot 4008 Active SUV CVT (2016-2019),190
Audi S4 Avant 3.0 TFSI quattro 19 Inch Wheel Wagon Auto (2016-2025),178
Renault Koleos SUV CVT (2016-2025),188
Jeep Grand Cherokee Laredo SUV Auto (2016-2022),198
Jeep Grand Cherokee Limited SUV Auto (2016-2022),198
Jeep Grand Cherokee Overland SUV Auto (2016-2022),198
Jeep Grand Cherokee Summit SUV Auto (2016-2022),198
Jeep Grand Cherokee Trailhawk SUV Auto (2016-2022),198
Porsche 718 Cayman S Coupe Manual (2016-2020),186
Mitsubishi Triton GLX Cab-chassis Manual (2016-2019),191
Porsche 982 Cayman S Coupe Manual (2016-2021),186
Porsche 982 Boxster S Convertible Manual (2016-2021),186
BMW 1 Series M140i Hatch Manual (2016-2025),179
Porsche 911 Carerra Coupe Auto (2015-2016),194
Audi RS Q3 2.5 TFSI quattro S-Tronic 19 Inch Wheel Wagon Auto (2015-2025),198
Hyundai i40 Tourer 2.0 GDI Wagon Auto (2015-2016),176
Hyundai i40 2.0 GDI Sedan Auto (2015-2016),176
Ford Mondeo Ambiente Hatch Auto (2015-2025),192
Ford Mondeo Trend Hatch Auto (2015-2025),192
Ford Mondeo Titanium Hatch Auto (2015-2025),197
Ford Mondeo Ambiente Wagon Auto (2015-2025),199
Ford Mondeo Trend Wagon Auto (2015-2025),199
Ford Mondeo Titanium Wagon Auto (2015-2025),199
Volkswagen Scirocco R Coupe Manual (2015-2016),189
Volkswagen Scirocco R Coupe Auto (2015-2016),187
Volkswagen Touareg 150TDI Wagon Auto (2015-2016),190
Volkswagen Touareg V6 TDI Wagon Auto (2015-2016),196
Volkswagen Jetta 155TSI Highline Sport Sedan Auto (2015-2016),180
Volkswagen Scirocco R Coupe Manual (2015),189
Volkswagen Scirocco R Coupe Auto (2015),187
Volkswagen Jetta 155TSI Highline Sport Sedan Auto (2015),180
Volkswagen Touareg 150 TDI Wagon Auto (2015),190
Volkswagen Touareg V6 TDI Wagon Auto (2015),196
Hyundai Tucson 1.6 T-GDi Wagon Auto (2015-2016),178
Hyundai Tucson Active X Wagon Auto (2015-2016),185
Hyundai Tucson Active X Wagon Manual (2015-2016),182
Hyundai Tucson Highlander Wagon Auto (2015-2016),178
Porsche 911 Carerra Cabrio Convertible Auto (2015-2016),198
Volkswagen Touareg 150TDI Element Wagon Auto (2015-2016),190
Volkswagen Amarok TDI340 2WD Utility Manual (2015-2020),197
Volkswagen Amarok TDI340 2WD Cab Chassis Cab-chassis Manual (2015-2020),197
Audi RS3 Sportback 2.5 TFSI quattro S-Tronic Hatch Auto (2015-2017),189
Audi RS3 Sportback 2.5 TFSI quattro S-Tronic 19.5 Inch Front Wheel Hatch Auto (2015-2017),194
Ford Ranger Double Cab XL Utility Auto (2015-2017),197
Ford Ranger Regular Cab XL Hi-Rider Cab-chassis Auto (2015-2017),197
Ford Ranger Super Cab XL Hi-Rider Cab-chassis Auto (2015-2017),197
Jaguar XE 3.0 V6 S/C Sedan Auto (2015-2021),194
Jaguar XE 2.0L i4 Sedan Auto (2015-2021),179
Jaguar XE 2.0L i4 Sedan Auto (2015-2021),179
Holden Trax ACTIVE Wagon Auto (2015-2020),179
Holden Trax ACTIVE Wagon Manual (2015-2020),179
Holden Trax LTZ Wagon Auto (2015-2017),181
Holden Trax LS Wagon Auto (2015-2017),181
Toyota Hilux Utility Manual (2015-2025),186
Toyota Hilux Utility Manual (2015-2018),193
Toyota Hilux Utility Manual (2015-2025),193
Toyota Hilux Utility Manual (2015-2018),191
Lexus GS 200t Sedan Auto (2015-2021),186
Ford Ranger Double Cab XL Cab-chassis Manual (2015-2017),182
Ford Ranger Double Cab XL Utility Manual (2015-2017),182
Ford Ranger Double Cab XLS Utility Manual (2015-2017),182
Ford Ranger Regular Cab XL Hi-Rider Cab-chassis Manual (2015-2017),182
Infiniti Q70 Sedan Auto (2015-2021),199
Holden Commodore Evoke Sedan Auto (2015-2017),198
Mercedes-Benz GLE Class GLE350d 4MATIC Wagon Auto (2015-2020),179
Hyundai Tucson Active Wagon Manual (2015-2016),184
Hyundai Tucson Active Wagon Auto (2015-2016),182
Hyundai Tucson Elite Wagon Manual (2015-2016),187
Hyundai Tucson Elite Wagon Auto (2015-2016),190
Ford Ranger Double Cab XL Hi-rider Cab-chassis Manual (2015-2017),182
Lexus RX200t SUV Auto (2015-2025),189
Haval H2 1.5T 2WD MT SUV Manual (2015-2025),194
Porsche Cayman GTS Coupe Auto (2015),190
Porsche Boxster GTS Convertible Auto (2015),190
Porsche Boxster Convertible Manual (2015-2020),192
Porsche Boxster Convertible Auto (2015-2020),180
Porsche Boxster S Convertible Auto (2015-2020),188
Porsche Boxster GTS Convertible Auto (2015-2020),190
Porsche Cayman Coupe Manual (2015-2020),189
Porsche Cayman Coupe Auto (2015-2020),180
Porsche Cayman S Coupe Auto (2015-2020),188
Porsche Cayman GTS Coupe Auto (2015-2020),190
Land Rover Discovery Sport Si4 SE SUV Auto (2015-2024),191
Land Rover Discovery Sport SI4 SE SUV Auto (2015-2024),197
BMW 3 Series 340i Sedan Manual (2015-2025),179
BMW 3 Series M3 Sedan Other (2015-2025),194
Lexus LS600h Hybrid Sedan CVT (2015-2025),199
Lexus LS600hL Hybrid Sedan CVT (2015-2025),199
Haval H2 1.5T AWD MT SUV Manual (2015-2025),194
Toyota RAV4 SUV Auto (2015-2019),176
Toyota RAV4 2WD SUV Manual (2015-2019),179
Toyota RAV4 SUV Auto (2015-2019),198
BMW 1 Series M135i Hatch Manual (2015-2016),188
Mercedes-Benz GLE Class Coupe GLE350d 4M Coupe Coupe Auto (2015-2025),187
Mercedes-Benz S Class S500 Coupe Auto (2015-2021),199
Volvo XC90 T6 SUV Auto (2015-2021),199
Ford Mustang Fastback Coupe Manual (2015-2018),196
Mitsubishi ASX Wagon CVT (2015-2017),181
Kia Carnival S Diesel Wagon Auto (2015-2018),199
Kia Carnival Si Diesel Wagon Auto (2015-2018),199
Kia Carnival SLi Diesel Wagon Auto (2015-2018),199
Kia Carnival Platinum Diesel Wagon Auto (2015-2018),199
Volkswagen Amarok TDI340 2WD Utility Manual (2015-2020),197
Volkswagen Amarok TDI340 2WD Cab Chassis Cab-chassis Manual (2015-2020),197
Mitsubishi ASX Wagon Manual (2015-2017),179
Mitsubishi ASX LS Wagon CVT (2015-2017),176
Mitsubishi ASX XLS Wagon CVT (2015-2017),176
Volkswagen Passat 118TSI Wagon Auto (2015-2016),176
Volkswagen Transporter VAN SWB TDI400 Van Manual (2015-2020),192
Volkswagen Transporter VAN SWB TDI400 Van Auto (2015-2020),199
Volkswagen Transporter VAN LWB TDI400 Van Manual (2015-2020),192
Volkswagen Transporter VAN LWB TDI400 Van Auto (2015-2020),199
Volkswagen Transporter VAN LWB TDI400 (HD) Van Auto (2015-2020),199
Volkswagen Transporter VAN SWB RUNNER TDI250 Van Manual (2015-2020),198
Porsche Cayenne Diesel Wagon Auto (2015-2020),179
Alfa Romeo Giulietta 1.8TB 173kW Sedan Manual (2015-2016),177
Hyundai Sonata 2.4 GDI Sedan Auto (2015-2016),194
Volkswagen Passat 118TSI Wagon Auto (2015-2016),176
Mercedes-Benz C Class C63 AMG S Sedan Auto (2015-2018),200
Holden Astra GTC Hatch Auto (2015-2017),181
Holden Astra GTC SPORT Hatch Auto (2015-2017),181
Holden Astra VXR Hatch Manual (2015-2017),193
Holden Cascada Convertible Auto (2015-2018),181
Holden Cruze SRi V Sedan Auto (2015-2017),186
Holden Cruze CDX Sedan Auto (2015-2017),176
Holden Cruze SRi V Hatch Auto (2015-2017),186
BMW X6 xDrive35i Wagon Auto (2015-2020),200
BMW 2 Series M235i Convertible Manual (2015-2016),199
Subaru Forester 2.5i-L Wagon CVT (2015-2019),187
Subaru Forester 2.5i-S ES Wagon CVT (2015-2019),187
Subaru Forester 2.0XT Wagon CVT (2015-2019),197
Subaru Forester 2.0XT ES Premium Wagon CVT (2015-2019),197
Hyundai i30 SR 2.0 GDi Hatch Auto (2015-2016),179
Mitsubishi Triton GLX Utility Auto (2015-2017),197
Mitsubishi Triton GLX Cab-chassis Manual (2015-2017),185
Mitsubishi Triton GLX Cab-chassis Auto (2015-2017),193
Mitsubishi Triton GLX Utility Manual (2015-2017),191
Mitsubishi Triton GLS Utility Manual (2015-2017),191
Mitsubishi Triton GLX Cab-chassis Manual (2015-2017),191
Mitsubishi Triton GLX Cab-chassis Manual (2015-2017),188
BMW 2 Series M235i Convertible Auto (2015-2016),184
Nissan NP300 Navara 4x2 Single Turbo Utility Auto (2015-2025),183
Nissan NP300 Navara 4x2 Twin Turbo Utility Auto (2015-2025),179
Nissan NP300 Navara 4x4 Single Turbo Utility Auto (2015-2025),187
Nissan NP300 Navara 4x4 Twin Turbo Utility Auto (2015-2025),186
Volkswagen Scirocco R Coupe Manual (2014-2015),189
Volkswagen Scirocco R Coupe Auto (2014-2015),192
Volkswagen Touareg 150 TDI Wagon Auto (2014-2015),190
Volkswagen Touareg V6 TDI Wagon Auto (2014-2015),196
Volkswagen Touareg V6 TDI 4XMOTION Wagon Auto (2014-2015),196
Renault Megane 2.0 Hatch CVT (2014),181
Renault Megane 2.0 Wagon CVT (2014),182
Renault Megane Coupe-Cabriolet 18 Convertible CVT (2014),188
Nissan Qashqai Wagon Manual (2014-2024),178
Land Rover Range Rover LWB 3.0L TDV6 Wagon Auto (2014-2024),196
Holden Cruze SRi Sedan Auto (2014-2017),186
Holden Cruze SRi Hatch Auto (2014-2017),186
Holden Cruze Equipe Sedan Auto (2014-2017),176
Holden Cruze Equipe Hatch Auto (2014-2017),176
Holden Cruze Z series Sedan Auto (2014-2017),176
BMW 4 Series 435i Convertible Manual (2014-2021),195
BMW 4 Series 435i Convertible Auto (2014-2021),180
Audi A8 4.2 TDI quattro Tiptronic Sedan Auto (2014-2016),194
Land Rover Range Rover Evoque Si4 Wagon Auto (2014-2016),181
Nissan Pulsar Sedan Manual (2014-2017),187
Nissan Pulsar Sedan CVT (2014-2017),187
Citroen Berlingo L1 Short Body 80kW Petrol Manual Van Manual (2014-2018),195
BMW 2 Series M235i Coupe Manual (2014-2016),189
BMW 2 Series M235i Coupe Auto (2014-2025),176
BMW 3 Series M3 Sedan Other (2014-2015),194
Mercedes-Benz M Class ML350 BlueTEC Wagon Auto (2014-2016),192
Kia Sportage 2.0 2WD Wagon Auto (2014-2016),200
Jaguar XF 2.0L GTDI Sedan Auto (2014-2016),189
Kia Soul Hatch Manual (2014-2015),178
Kia Sportage 2.0 Wagon Auto (2014-2016),189
Kia Sportage 2.0 2WD Wagon Manual (2014-2016),197
Land Rover Range Rover Evoque Si4 Coupe Auto (2014-2015),181
Subaru WRX WRX-L Sedan CVT (2014-2019),199
Holden Caprice V Sedan Auto (2014),194
Honda CR-V DTiL 4WD Wagon Auto (2014-2017),182
Honda Odyssey VTiL Wagon Auto (2014-2025),183
Honda Odyssey VTi Wagon Auto (2014-2020),178
Chery J11FL 1.6 Man Wagon Manual (2014-2016),177
Nissan X-Trail Wagon Manual (2014-2024),190
Nissan X-Trail Wagon CVT (2014-2024),183
Nissan X-Trail Wagon CVT (2014-2024),188
Nissan X-Trail Wagon CVT (2014-2025),192
Land Rover Range Rover Sport TDV6 Wagon Auto (2014-2024),194
Land Rover Range Rover Sport SDV6 Wagon Auto (2014-2024),199
Caterham Seven 485 Convertible Manual (2014-2025),179
Volkswagen Eos 155TSI Convertible Auto (2014),179
Mercedes-Benz SLK Class SLK55 AMG Convertible Auto (2014-2016),197
Renault Megane Sport 265 Coupe Manual (2014),190
BMW 4 Series M4 Coupe Other (2014-2025),194
BMW X5 xDrive35i Wagon Auto (2014-2020),199
BMW 4 Series 435i Gran Coupe Coupe Manual (2014-2025),189
BMW X4 xDrive35i Wagon Auto (2014-2020),193
Audi A5 Cabriolet 3.0 TFSI quattro S-Tronic Convertible Auto (2014-2017),181
Audi S5 Cabriolet 3.0 TFSI quattro S-Tronic Convertible Other (2014-2017),184
Mitsubishi ASX Wagon Manual (2014-2015),179
Mitsubishi ASX Wagon CVT (2014-2015),181
Mitsubishi ASX ASPIRE Wagon CVT (2014-2015),181
Mitsubishi ASX ASPIRE Wagon CVT (2014-2015),186
Lexus NX 200t Wagon Auto (2014-2021),178
Lexus NX 200t Wagon Auto (2014-2021),184
Audi S4 3.0TFSI quattro S-Tronic Sedan Other (2014-2016),178
Audi S4 Avant 3.0 TFSI quattro S-Tronic Wagon Other (2014-2016),180
Audi S5 3.0 TFSI quattro S-Tronic Coupe Auto (2014-2017),178
